cID_DI,BP,RI,sense,DVG_type,length_dvg,mean_read_counts,std_read_counts,mean_rpht,std_rpht,read_counts_virema,pBP_virema,pRI_virema,rpht_virema,read_counts_ditector,pBP_ditector,pRI_ditector,rpht_ditector
--_10008_9874,10008,9874,--,Insertion_reverse,15519,1.0,0.0,0.00534400608120124,0.0011422000609376108,1,0.00012711325791280032,0.00012512512512512512,0.00420180602026363,1,0.0001256281407035176,0.00012501562695336918,0.0064862061421388515
--_1001_1090,1001,1090,--,Deletion_reverse,15296,1.5,0.5,0.008587109152270667,0.0043853031320070365,1,0.00012596044841919638,0.00013094146916328402,0.00420180602026363,2,0.00026232948583420777,0.00012679092177000128,0.012972412284277703
--_1002_573,1002,573,--,Insertion_reverse,15814,1.0,0.0,0.00534400608120124,0.0011422000609376108,1,0.00012605571662674902,0.0001252661906551422,0.00420180602026363,1,0.00012784454103809768,0.0001252975817566721,0.0064862061421388515
--_10033_10057,10033,10057,--,Deletion_reverse,15361,1.0,0.0,0.00534400608120124,0.0011422000609376108,1,0.00012578616352201257,0.00012906556530717606,0.00420180602026363,1,0.0001250625312656328,0.00012746972594008922,0.0064862061421388515
--_1003_898,1003,898,--,Insertion_reverse,15490,3.0,1.0,0.017174218304541335,0.008770606264014073,2,0.00025303643724696357,0.0002505323813102844,0.00840361204052726,4,0.0005032079506856208,0.0002501563477173233,0.025944824568555406
--_1005_865,1005,865,--,Insertion_reverse,15525,1.0,0.0,0.00534400608120124,0.0011422000609376108,1,0.00012588116817724068,0.00012503125781445363,0.00420180602026363,1,0.00012581781580271766,0.00012509382036527395,0.0064862061421388515
--_1006_1076,1006,1076,--,Deletion_reverse,15315,1.0,0.0,0.00534400608120124,0.0011422000609376108,1,0.00012561236025624922,0.00012899896800825592,0.00420180602026363,1,0.00012581781580271766,0.0001279754287176862,0.0064862061421388515
--_10082_12027,10082,12027,--,Deletion_reverse,13440,8.0,4.0,0.04732084889336037,0.03051362481230585,4,0.0005008765339343851,0.0005008765339343851,0.01680722408105452,12,0.001527689369828135,0.0005022601707684581,0.07783447370566622
--_1008_1075,1008,1075,--,Deletion_reverse,15318,1.0,0.0,0.00534400608120124,0.0011422000609376108,1,0.00012790995139421848,0.0001258970162407151,0.00420180602026363,1,0.00012623074981065388,0.00012536041118214867,0.0064862061421388515
--_1011_586,1011,586,--,Insertion_reverse,15810,1.0,0.0,0.00534400608120124,0.0011422000609376108,1,0.0001274534794799898,0.000125203455615375,0.00420180602026363,1,0.000128783000643915,0.00012512512512512512,0.0064862061421388515
--_1011_818,1011,818,--,Insertion_reverse,15578,1.0,0.0,0.00534400608120124,0.0011422000609376108,1,0.0001274534794799898,0.00012711325791280032,0.00420180602026363,1,0.000128783000643915,0.00016477179106936892,0.0064862061421388515
--_10122_9879,10122,9879,--,Insertion_reverse,15628,1.0,0.0,0.00534400608120124,0.0011422000609376108,1,0.00013154433043935807,0.0001250625312656328,0.00420180602026363,1,0.0001269035532994924,0.00012597631645250694,0.0064862061421388515
--_1012_743,1012,743,--,Insertion_reverse,15654,1.0,0.0,0.00534400608120124,0.0011422000609376108,1,0.0001261193088661874,0.00012507817385866166,0.00420180602026363,1,0.00012804097311139564,0.00012507817385866166,0.0064862061421388515
--_1015_962,1015,962,--,Insertion_reverse,15438,1.0,0.0,0.00534400608120124,0.0011422000609376108,1,0.0001291655902867476,0.00012531328320802005,0.00420180602026363,1,0.00013679890560875513,0.0001252975817566721,0.0064862061421388515
--_10236_9996,10236,9996,--,Insertion_reverse,15625,2.0,0.0,0.01068801216240248,0.0022844001218752215,2,0.00025040691123075,0.000251414204902577,0.00840361204052726,2,0.00025220680958385876,0.00025207965717166626,0.012972412284277703
--_1024_1075,1024,1075,--,Deletion_reverse,15334,1.0,0.0,0.00534400608120124,0.0011422000609376108,1,0.00012521913348359628,0.0001258970162407151,0.00420180602026363,1,0.00012656625743576763,0.00012536041118214867,0.0064862061421388515
--_1028_1054,1028,1054,--,Deletion_reverse,15359,1.0,0.0,0.00534400608120124,0.0011422000609376108,1,0.00012547051442910915,0.000125250501002004,0.00420180602026363,1,0.00013605442176870748,0.00012503125781445363,0.0064862061421388515
--_1028_761,1028,761,--,Insertion_reverse,15652,1.0,0.0,0.00534400608120124,0.0011422000609376108,1,0.00012547051442910915,0.00012515644555694618,0.00420180602026363,1,0.00013605442176870748,0.00012503125781445363,0.0064862061421388515
--_1028_917,1028,917,--,Insertion_reverse,15496,1.0,0.0,0.00534400608120124,0.0011422000609376108,1,0.00012547051442910915,0.0001291822761917065,0.00420180602026363,1,0.00013605442176870748,0.00012656625743576763,0.0064862061421388515
--_1029_739,1029,739,--,Insertion_reverse,15675,1.0,0.0,0.00534400608120124,0.0011422000609376108,1,0.00012600806451612903,0.00012514078338130396,0.00420180602026363,1,0.0001252661906551422,0.0001250625312656328,0.0064862061421388515
--_1030_1046,1030,1046,--,Deletion_reverse,15369,1.0,0.0,0.00534400608120124,0.0011422000609376108,1,0.00012518778167250875,0.00013466199838405601,0.00420180602026363,1,0.000125,0.00012528188423953897,0.0064862061421388515
--_10337_9910,10337,9910,--,Insertion_reverse,15812,1.0,0.0,0.00534400608120124,0.0011422000609376108,1,0.000125517760763148,0.00012577034335303736,0.00420180602026363,1,0.0001258019876714052,0.00012567550584391103,0.0064862061421388515
--_1038_510,1038,510,--,Insertion_reverse,15913,1.0,0.0,0.00534400608120124,0.0011422000609376108,1,0.0001278118609406953,0.00012554927809165097,0.00420180602026363,1,0.00012521913348359628,0.00013672409078479628,0.0064862061421388515
--_103_1593,103,1593,--,Deletion_reverse,13895,1.5,0.5,0.008587109152270667,0.0043853031320070365,1,0.00012735608762098828,0.00012507817385866166,0.00420180602026363,2,0.0002554931016862545,0.0001252975817566721,0.012972412284277703
--_1042_594,1042,594,--,Insertion_reverse,15833,1.0,0.0,0.00534400608120124,0.0011422000609376108,1,0.0001284191601386927,0.00012578616352201257,0.00420180602026363,1,0.00012517211165352359,0.00012624668602449185,0.0064862061421388515
--_1046_1353,1046,1353,--,Deletion_reverse,15078,1.5,0.5,0.008587109152270667,0.0043853031320070365,1,0.00013466199838405601,0.00012495314257153568,0.00420180602026363,2,0.00025056376847907793,0.00012504689258471927,0.012972412284277703
--_10472_10337,10472,10337,--,Insertion_reverse,15520,1.5,0.5,0.007444909091333055,0.0009587029491942042,2,0.00025128785023244125,0.000251035521526296,0.00840361204052726,1,0.00012675877804537965,0.0002516039753428104,0.0064862061421388515
--_10473_10278,10473,10278,--,Insertion_reverse,15580,8.0,3.0,0.039325448466797086,0.0068944177561028365,11,0.0013820831762784268,0.0013758599124452783,0.046219866222899926,5,0.0006274312962730581,0.0013794833207925758,0.03243103071069425
--_10482_10279,10482,10279,--,Insertion_reverse,15588,1.0,0.0,0.00534400608120124,0.0011422000609376108,1,0.00012642225031605562,0.0001250625312656328,0.00420180602026363,1,0.00013308490817141337,0.00012695188523549576,0.0064862061421388515
--_1048_320,1048,320,--,Insertion_reverse,16113,1.5,0.5,0.008587109152270667,0.0043853031320070365,1,0.0001285512276642242,0.00012509382036527395,0.00420180602026363,2,0.0002501250625312656,0.00012503125781445363,0.012972412284277703
--_1048_895,1048,895,--,Insertion_reverse,15538,1.0,0.0,0.00534400608120124,0.0011422000609376108,1,0.0001285512276642242,0.0001271294177472667,0.00420180602026363,1,0.0001250625312656328,0.00012537612838515547,0.0064862061421388515
--_104_154,104,154,--,Deletion_reverse,15335,1.0,0.0,0.00534400608120124,0.0011422000609376108,1,0.00012838618564642445,0.0001249375312343828,0.00420180602026363,1,0.0001295672454003628,0.00012496875781054737,0.0064862061421388515
--_1050_1223,1050,1223,--,Deletion_reverse,15212,1.0,0.0,0.00534400608120124,0.0011422000609376108,1,0.00012608750472828143,0.00013987970345502866,0.00420180602026363,1,0.000125203455615375,0.00013736263736263736,0.0064862061421388515
--_1050_1340,1050,1340,--,Deletion_reverse,15095,1.0,0.0,0.00534400608120124,0.0011422000609376108,1,0.00012608750472828143,0.00012512512512512512,0.00420180602026363,1,0.000125203455615375,0.00012507817385866166,0.0064862061421388515
--_1050_862,1050,862,--,Insertion_reverse,15573,2.5,0.5,0.013931115233471908,0.005527503192944648,2,0.00025217500945656286,0.0002501563477173233,0.00840361204052726,3,0.00037561036684612495,0.0002501250625312656,0.019458618426416555
--_1052_802,1052,802,--,Insertion_reverse,15635,1.0,0.0,0.00534400608120124,0.0011422000609376108,1,0.000125250501002004,0.00012547051442910915,0.00420180602026363,1,0.00012504689258471927,0.00012583364791745311,0.0064862061421388515
--_10533_7861,10533,7861,--,Insertion_reverse,18057,1.0,0.0,0.00534400608120124,0.0011422000609376108,1,0.00012540757461750688,0.00012661433274246644,0.00420180602026363,1,0.0001252975817566721,0.00012672665061462426,0.0064862061421388515
--_10542_10400,10542,10400,--,Insertion_reverse,15527,1.0,0.0,0.00534400608120124,0.0011422000609376108,1,0.00012578616352201257,0.00012507817385866166,0.00420180602026363,1,0.00012518778167250875,0.0001260239445494644,0.0064862061421388515
--_10549_10650,10549,10650,--,Deletion_reverse,15284,1.0,0.0,0.00534400608120124,0.0011422000609376108,1,0.0001255020080321285,0.00012815583749839805,0.00420180602026363,1,0.00012815583749839805,0.0001290822253775655,0.0064862061421388515
--_10588_10492,10588,10492,--,Insertion_reverse,15481,1.0,0.0,0.00534400608120124,0.0011422000609376108,1,0.00015010507355148604,0.00012515644555694618,0.00420180602026363,1,0.00012616704516780217,0.00012503125781445363,0.0064862061421388515
--_10639_10786,10639,10786,--,Deletion_reverse,15238,1.0,0.0,0.00534400608120124,0.0011422000609376108,1,0.000125250501002004,0.00012542330364981815,0.00420180602026363,1,0.00012635835228708617,0.00013087292239235702,0.0064862061421388515
